id_canal,name_canal,Water Storage,TEMP_54,TEMP_55,TEMP_56,TEMP_57,pH_54,pH_55,pH_56,pH_57,DO_54,DO_55,DO_56,DO_57,H2S_54,H2S_55,H2S_56,H2S_57,BOD_54,BOD_55,BOD_56,BOD_57,COD_54,COD_55,COD_56,COD_57,SS_54,SS_55,SS_56,SS_57,TKN_54,TKN_55,TKN_56,TKN_57,NH3N_54,NH3N_55,NH3N_56,NH3N_57,NO2_54,NO2_55,NO2_56,NO2_57,NO3_54,NO3_55,NO3_56,NO3_57,T-P_54,T-P_55,T-P_56,T-P_57
63,คลองบางกอกใหญ่,ถ.เพชรเกษม,30.5,29.4,29.6,29.3,7,7,7.4,7.2,1.9,3.2,2.2,2.3,0,0,0,0,3.7,4,2.9,5,31.9,39,80,56.7,20.9,38.3,15.8,30.5,3.9,3.2,4.3,4.2,0.8,0.7,1.6,1.3,0.1,0.2,0.4,0.4,2.1,2.1,2.4,2.6,0.3,0.3,0.4,0.5
64,คลองบางกอกใหญ่,โรงเรียนพาณิชยการธนบุรี,30.6,29.4,29.6,29.3,7,7,7.3,7.2,1.6,2.4,2.1,2.2,0,0,0,0,3.5,3.8,3.6,4.2,38.2,38.2,81.9,45.1,19.5,21.5,19.4,14.8,4,2.9,4,3,0.7,0.6,1.5,1.1,0.1,0.3,0.5,0.5,2.1,2.1,2.6,2.4,0.3,0.3,0.4,0.4
65,คลองบางกอกใหญ่,วัดช่างเหล็ก,30.6,29.4,29.6,29.3,7.1,7.1,7.4,7.2,1.9,2.6,2.5,2.7,0,0,0,0,3.3,3.6,2.8,4,30.8,41.2,86.3,67.7,18.1,30,26.6,18.3,4.8,2.6,3.4,3,0.5,0.4,1,0.6,0.1,0.2,0.5,0.3,2.2,2.1,3.1,2.6,0.3,0.2,0.3,0.4
66,คลองบางกอกใหญ่,บางขุนนนท์,30.6,29.4,29.6,29.3,7.1,7,7.4,7.3,1.8,2.5,2.2,2.9,0,0,0,0,3.7,4.1,3.3,3.8,30.3,49.3,87.6,53.3,14.7,27.8,32.3,16.7,3.1,2.9,3.5,2.9,0.6,0.4,1.1,0.6,0.1,0.3,0.4,0.3,2.1,2.2,3.1,2.7,0.3,0.3,0.3,0.3
67,คลองบางกอกใหญ่,สะพานเจริญพาสน์,30.5,29.4,29.6,29.3,7.1,7,7.3,7.3,1.7,2.3,2.3,2.3,0,0,0,0,4.3,3.7,4.1,5.2,30.3,43.6,75.9,57.8,15.7,46.2,24.4,27.5,5.1,2.9,4.7,2.5,0.8,0.3,3.2,0.7,0.1,0.3,0.4,0.5,2.1,2.1,3,2.8,0.4,0.3,0.4,0.4
68,คลองบางกะปิ,ปตร.บางกะปิ,29.8,29.4,29.6,29.3,7,6.9,7.4,7.2,1.2,1.5,1.4,0.5,0.1,0,0.3,0.6,11.7,10.1,10.6,18.3,43.2,43.8,107.5,74.3,19.8,25.7,16.1,19.3,8,7.4,8,14.1,4.8,4.2,5,11.5,0.2,0.3,0.5,0.3,2.6,2.4,2.5,2.2,0.9,1.2,1.1,1.6
69,คลองบางขุนเทียน,ท่าน้ำวัดบางขุนเทียนนอก (ถ.จอมทอง 19),30.7,31,30.6,30.5,7.5,7.5,7.5,7.5,2.9,3.2,3.5,2.3,0,0,0,0,7.2,6,6.4,8.8,74.4,52.7,58.5,56,13.2,15.5,13,19.3,2.8,2.3,2.3,2.6,1.8,1.1,1.1,1,0.9,0.5,0.2,0.1,0.5,0.9,0.4,0.4,1.8,1.6,1.7,1.5
70,คลองบางขุนเทียน,ถ.พระรามที่ 2,30.6,30.9,30.5,30.5,7.5,7.5,7.4,7.4,3,2.9,3.5,2.3,0,0,0,0,7.6,6.6,6.2,8.3,59.3,56.9,61.9,50.8,11,14.2,14.6,20.4,2.7,2.6,2.8,2.6,1.5,1.3,0.6,0.8,1,0.5,0.3,0.1,0.5,0.7,0.6,0.5,1.3,1.5,2,1.7
71,คลองบางเขน,ปตร.บางเขนเก่า,29.3,29.2,29.1,29.1,7,6.9,7.4,7.1,2.9,3.7,3.5,2.2,0,0,0,0,4.4,2.9,3.3,6.4,38.1,37.7,32.8,39.5,16.4,19.8,15.4,30.7,3.1,2.7,5.9,6.6,0.8,0.7,1.6,3.8,0.1,0.2,0.3,0.3,1.7,2.2,2.2,1.9,0.3,0.2,0.4,0.6
72,คลองบางเขน,วัดทางหลวง,29.3,29.2,29.1,29.1,7,6.9,7.2,7.2,0.5,0.5,0.6,0.1,0.3,0.1,0.6,0.9,8.8,10.6,10.1,15.7,35,51.3,151.9,60.9,25.8,54.8,95,48.5,5.8,6.2,7.3,14,2.7,3.7,4.9,9.5,0.1,0.3,0.3,0.1,1.8,2.1,1.5,1.9,0.5,0.6,0.8,0.8
73,คลองบางเขน,ข้างทัณฑสถานบางเขน,29.2,29.2,29.1,29.1,7,6.9,7.3,7.2,1,0.7,1.5,1.5,0.1,0.6,0.1,0.4,8.3,15.4,7,10.8,37.8,62.3,71.3,44.5,30.6,48.7,20.6,19.8,6.9,6.4,8.5,10.5,3.1,4.4,4.4,6.1,0.1,0.2,0.3,0.1,1.8,1.9,1.7,1.7,0.4,0.6,0.7,0.6
74,คลองบางเขน,ชุมชนบางบัว,29.2,29.2,29.1,29.1,7,6.9,7.3,7.2,0.8,1,0.9,1.1,0.2,0.1,0.7,0.7,8.6,11.9,9.9,10.5,40.4,58.2,67.1,52.4,10.9,24.5,13.4,16.2,7.2,6.9,8.7,10.1,3.9,3.8,6.1,6.6,0.1,0.2,0.3,0.1,2,2.1,2,1.9,0.5,0.6,1,0.8
75,คลองบางเขน,ใกล้โรงงานปรับปรุงคุณภาพน้ำบางบัว,29.2,29.2,29.1,29.1,7.1,6.9,7.4,7.2,1.5,1.2,1.1,0.9,0.3,0.1,0.5,0.7,8.3,10.5,9.4,10.4,39.6,49.7,72.8,46.3,12.8,18.1,14.4,16.4,8,6.8,9.3,10,3.9,4.5,6.4,7,0.1,0.2,0.2,0.1,2.1,2.2,2,1.9,0.5,0.6,1,0.8
76,คลองบางเขนใหม่,ถ.พิบูลสงคราม,29.3,29.2,29.1,29.1,7,6.9,7.3,7.2,1.1,0.3,0.6,0.3,0.1,0.1,0.5,1.3,6.3,9.5,7.6,14.7,48.9,57.6,86.3,60.8,27.2,33.5,38.8,53.6,6.4,5.7,7,11.7,2.7,3.7,4.4,8.1,0.2,0.2,0.3,0.1,1.8,2,2.1,2.1,0.4,0.6,0.6,0.9
77,คลองบางคอแหลม,ถ.พระรามที่ 3 ตรงข้าม บมจ.ธนาคารกสิกรไทย,29.6,29,29.5,30,7.2,6.8,7.4,7.2,1.7,0.8,1.6,1.1,0.2,0.1,0.4,0.1,14.8,15.5,10.5,13.1,71.3,48,93.4,56.3,32.7,20.1,14.8,24.2,8.1,6.6,8.8,10.4,6.2,4.4,6,7.3,0.1,0.2,0.5,0.2,1.9,1.6,2.7,2.3,0.6,0.9,0.8,0.9
78,คลองบางโคล่,ถ.พระรามที่ 3 โรงแรมมณเฑียรริเวอร์ไซด์,29.6,29,29.5,30,7.1,6.8,7.5,7.2,2.2,1.2,2.9,1.3,0,0,0,0.2,8.9,12.5,8.8,12.3,40.6,53.7,170.9,81.1,17.1,23.2,27.8,21.6,9.2,6.3,6.9,7.8,3.1,3.7,3.4,5.2,0.3,0.3,0.5,0.2,3.3,1.5,3.2,2,0.6,1.1,0.9,0.9
79,คลองบางโคล่น้อย,ถ.พระรามที่ 3 โฮมโปร,29.6,29,29.5,30,7.2,6.9,7.5,7.2,2.9,2.2,2.6,1.7,0.1,0,0.2,1,8.7,6.2,11.3,12.5,35.5,29.6,113,63.8,21.6,21.6,23.6,23.9,6.1,3.4,8.1,7.3,3.2,1.5,4.7,5.4,0.1,0.4,0.5,0.3,2.1,1.9,3,2.5,0.4,0.4,0.7,0.8
80,คลองบางโคล่น้อย,ถ.เจริญราษฎร์,29.6,29,29.5,30,7.1,6.9,7.5,7.2,1.3,1,2.1,1.7,0.1,0.1,0.7,0.8,8.9,10.4,9.4,12.8,33.8,40.1,99.3,60.6,12.3,21.5,17.9,19.9,7.2,4.6,6.3,7.8,3.4,2.3,4.3,5.3,0.2,0.2,0.5,0.3,1.8,1.6,2.8,2.3,0.4,0.7,0.7,0.7
81,คลองบางจาก,โรงกลั่นน้ำมันบางจาก (เขตพระโขนง),29.3,29.2,29.6,29.4,7.1,7,7.2,7.2,0.1,0.2,0,0,0.7,0.5,1.8,2.2,18.5,20.9,24.1,21.8,57,69.7,92,70.7,18.6,16,11.3,14.3,9.2,9.2,10.7,13,5.1,6.4,8.2,11.1,0,0.1,0.1,0.1,2.3,2.2,2,2.3,0.8,1.1,1.1,1.2
82,คลองบางจาก,วัดเปาว์โลหิต (เขตบางพลัด),30.5,30.8,30.6,30.3,7.4,7.4,7.5,7.4,2.7,2.5,2.8,2,0,0,0,0,9.2,9.4,6.8,10.3,71.3,56.9,58.5,54.3,13.1,17.7,16.4,19.9,3.1,2.8,2.8,2.6,1.2,0.9,0.9,1.1,1.2,0.5,0.1,0.1,0.3,0.5,0.4,0.4,1,1.8,1.9,1.6
83,คลองบางจาก,ถ.กาญจนาภิเษก ก่อนถึงเดอะมอลล์บางแค,29.6,29.2,30.1,28.9,7,7,7.4,7.2,1,0.7,0.9,0.6,0,0,1.1,0.2,7.5,9.9,10.3,11.9,42.1,42,53.3,59.7,10,18.9,6.6,13.4,3.5,4.3,6.5,8.1,1.3,1.6,3.9,5.2,0,0.1,0.2,0.1,1.8,2.3,1.8,1.5,0.4,0.5,0.6,0.7
84,คลองบางจาก,ถ.พุทธมณฑลสาย 2 บ่อสูบน้ำคลองบางจาก,29.6,29.2,30.1,28.9,7.1,7,7.4,7.2,1.7,1.5,1.9,1.7,0,0,0.4,0.1,6.6,10.5,7.8,9.9,35.5,40.5,73.1,49.8,9.9,12.7,6.8,13.3,3.5,4,5.3,7.1,1.4,1.2,2.9,4.6,0.1,0.2,0.2,0.2,1.9,2,1.9,1.4,0.4,0.5,0.5,0.7
85,คลองบางชัน,ถ.สุขาภิบาล 3 ตรงข้ามธาราการ์เด้น,28.6,28.5,29.3,29,7,7,7.5,7.1,1.5,2.7,3.4,2,0,0,0,0.1,6.8,5.6,7.3,7.9,39.3,50.1,134.8,62.8,22,30,36,20.6,3.4,6.8,7.2,8.2,2.3,2.6,5.2,5.4,0.1,0.2,0.4,0.1,2.3,2,1.8,2.1,0.6,0.4,1,0.8
86,คลองบางซ่อน,ถ.ประชาราษฎร์สาย 1 ซ.34 - 36,28.7,28.7,29.6,29.8,7,7,7.4,7.3,1,1.5,0.1,0.6,0.4,0,0.8,0.8,15.2,7.5,16.1,16.4,42.8,42.2,103.1,52.3,20.9,23.1,16.8,17.3,7.4,4.6,10.9,9.6,4.4,2.1,9.1,7.2,0.1,0.3,0.2,0.1,2.1,2.3,1.9,2.1,0.6,0.4,1.2,0.7
87,คลองบางซื่อ,สะพานพิบูลสงคราม (ถ.ประชาราษฎร์ สาย 1),29.1,29.5,28.8,29.1,7.2,7,7.5,7.1,2,1.3,1.2,1.2,0,0,0,0.2,8.1,11,9.3,8.4,33.5,60,82.4,47.6,13.5,23.5,20.4,22.8,4,4.7,10.4,9.1,1.8,3.4,7.6,6.2,0.2,0.3,0.2,0.4,1.9,2.6,2,2.5,0.4,0.8,1.1,0.9
88,คลองบางซื่อ,ถ.พหลโยธิน,29.1,29.5,28.8,29.1,7.1,7,7.5,7.1,1.3,1.9,0.7,1.8,0.5,0,0.2,0.1,16.5,11.6,11.4,7.3,50.4,60.8,103.4,40.3,26.3,21.6,37.5,11.8,5.9,6.9,10.4,7.7,3.4,4.5,6.8,5.6,0.2,0.5,0.2,0.4,2.4,3.9,2.1,4,0.5,1.1,1.1,1.1
89,คลองบางซื่อ,ถ.รัชดาภิเษก (โรงแรมเจ้าพระยาปาร์ค),29.1,29.5,28.8,29,7.2,7,7.4,7.1,1.6,1.6,1.1,2.2,0.7,0,0,0,15.8,12.5,8.3,9.2,43.8,67.2,95.4,53.8,30.3,24.8,17.5,20.3,6,7.3,9.2,8.7,3.3,4.7,6.3,5.4,0.2,0.5,0.3,0.4,2.4,3.8,2,3.6,0.6,1.2,0.9,1
90,คลองบางนา,หน้ากรมอุตุนิยมวิทยา (ถ.สุขุมวิท),29.3,29.2,29.6,29.4,7,7,7.3,7.3,0.5,0.2,0.9,0.3,0.4,0.3,0.8,1.9,14.3,17.4,19.6,14.9,49.7,65.9,118.9,73.1,17.6,17.5,14.3,17.9,8,7.4,11.2,14.9,5,4.7,9.1,11.4,0,0.2,0.2,0.1,2.5,2.3,2.3,2.7,0.7,1,1.2,1.2
91,คลองบางนา,สะพานบางนา (ถ.ศรีนครินทร์),29.3,29.2,29.6,29.4,7.1,7.1,7.4,7.4,0.3,0,0.5,0.4,0.2,0.5,1.4,1.5,13.3,15.9,14.1,13.2,56.1,70.9,68.5,72.7,22.6,21.9,12.5,18.2,8.2,8.5,12.1,14.8,5.3,5.8,9.5,10.8,0,0.1,0.2,0.1,2.7,2.4,2.2,2.7,0.7,1.2,1.2,1.3
92,คลองบางน้ำชน,ถ.เจริญนคร,30.7,30.6,30.9,30.5,7.5,7.4,7.4,7.4,2.3,3,3.1,2.3,0,0,0,0,8.6,6.7,7.1,10.3,77.7,72.9,47.9,58.5,16.1,14.4,12.6,22.4,2,2.2,2.4,2.5,0.9,0.6,0.9,0.9,0.6,0.3,0.1,0.1,0.5,0.9,0.6,0.4,2,1.9,1.6,1.5
93,คลองบางน้ำชน,ถ.พระเจ้าตากสิน,30.8,31,30.5,30.5,7.5,7.4,7.4,7.4,2.5,3,3.3,2.1,0,0,0,0,7.4,6.7,7.3,9.9,54.5,80.7,61.4,60.2,19.6,13.5,14.3,25.9,1.9,2.4,2.6,2.7,0.7,0.9,0.7,1.1,0.7,0.5,0.2,0.1,0.7,0.5,0.4,0.3,1.5,1.5,1.6,1.5
94,คลองบางบัวหรุ,ซ.จรัญสนิทวงศ์ 45,30.4,30.7,30.5,30.2,7.4,7.4,7.4,7.4,1.8,1.9,2,1.7,0,0,0,0,9.2,8.2,8.9,12.1,64,75.1,51.8,51.3,18.7,15.4,11.1,22.7,3.4,3.2,2.3,2.3,0.8,0.9,1,1,0.7,0.4,0.1,0.2,0.3,0.6,0.3,0.5,1.3,1.4,1.6,1.5
95,คลองบางปะกอก,ถ.ราษฎร์บูรณะ,30.3,30.7,30.6,30,7.5,7.4,7.5,7.5,2.3,2,1.7,2.1,0,0,0,0,8,7.6,9.6,10.1,71.2,66.5,61.8,55.2,13.6,15.1,13.6,19.4,3,2.3,2.6,2.4,1.5,0.8,0.9,1.1,0.8,0.4,0.2,0.1,0.4,0.4,0.3,0.3,1.9,1.7,1.5,1.6
96,คลองบางปะกอก,ถ.สุขสวัสดิ์,30.7,30.5,30.5,30,7.4,7.4,7.5,7.4,2.3,2.2,1.9,2.2,0,0,0,0,8.5,7.7,8.8,10.7,66.3,57.3,64.3,58.3,19.7,17.8,13.8,19.6,3,2.4,2.3,2.1,1.9,1.2,0.9,0.8,0.7,0.4,0.1,0.1,0.2,0.6,0.3,0.5,1.5,1.5,1.8,1.6
97,คลองบางปะแก้ว,ถ.ราษฎร์บูรณะ,30.6,30.2,31,30,7.5,7.4,7.5,7.5,3,3.1,3.6,3.4,0,0,0,0,6.3,6.4,7,8.3,59.5,69.6,48.4,56.3,13.2,16.1,17.9,22,2.6,2.6,2.9,2.6,1,1,0.6,0.7,0.4,0.3,0.1,0,0.4,0.3,0.3,0.4,1.7,1.6,1.6,1.3
98,คลองบางปะแก้ว,ถ.สุขสวัสดิ์,30.8,30.5,30.8,30,7.5,7.4,7.4,7.4,3,3.1,3.2,3.7,0,0,0,0,5.9,6.7,7.7,7.2,83,77.3,57.3,59.3,12.6,15.7,10.8,22.5,2.4,2.6,2.5,2,1.1,0.8,0.8,1,0.5,0.3,0.1,0,0.5,0.7,0.2,0.5,1.2,1.5,2,1.5
99,คลองบางผักหนาม,ซ.จรัญสนิทวงศ์ 41,30.5,30.7,30.6,30.1,7.5,7.4,7.4,7.4,1.7,1.8,2.1,1.8,0,0,0,0,9.1,8.4,7.6,12.3,68.6,74.9,64.3,58.5,18.9,14.9,13.1,21.3,3.5,3.2,2.4,2.5,0.9,0.9,0.9,1,0.8,0.4,0.1,0.1,0.4,0.6,0.4,0.3,1.3,1.3,1.7,1.6
100,คลองบางไผ่,ถ.เลียบคลองทวีวัฒนาสุดเขต สน.ค้างพลู,29.6,29.2,30.1,28.9,7.1,7,7.4,7.2,2.1,2,2.2,1.7,0,0,0,0.1,4.5,5,2.5,4.8,31.5,34.9,46,42.3,15.2,15.8,9.9,10.8,3.2,3.6,4.1,4,0.6,0.5,0.9,1.3,0.1,0.2,0.2,0.2,1.9,1.9,1.7,1.5,0.3,0.2,0.2,0.4
101,คลองบางไผ่,ถ.พุทธมณฑลสาย 2 สะพานข้ามคลองบางไผ่,29.6,29.2,30.1,28.9,7.1,7,7.3,7.2,2.1,1.8,1.7,1.9,0,0,0.2,0.1,4.5,4.5,4.8,4.7,31.6,32.7,51.1,42.4,12.2,13.9,9.9,9.8,2.5,2.9,3.8,4.1,0.4,0.3,1.1,1.4,0.1,0.2,0.3,0.2,1.9,1.9,1.6,1.5,0.2,0.2,0.3,0.3
102,คลองบางพลัด,ถ.จรัญสนิทวงศ์,30.4,30.8,30.8,30.3,7.5,7.5,7.5,7.4,3.2,3.3,3.1,1.5,0,0,0,0,7.3,6.8,6.9,10.9,61.8,63.5,61,54.6,14.3,12.2,15.5,21.3,2.9,2.7,2.4,2.5,0.8,0.6,1,0.7,0.8,0.5,0.1,0.1,0.3,0.5,0.5,0.4,1.4,1.4,1.7,1.4
103,คลองบางพลู,วัดภาณุรังสี,30.5,30.9,30.5,30.3,7.4,7.5,7.5,7.5,2.8,2.5,3.3,2.1,0,0,0,0,8.1,9.6,7.4,10.1,61.8,65.1,61.6,56.2,14.2,18.5,15.1,19.6,2.7,2.9,2.8,2.4,1,0.7,1,1,1.1,0.4,0.2,0.1,0.3,0.7,0.3,0.3,1.9,1.9,1.9,1.5
104,คลองบางโพ,สน.บางโพ,29.3,29.2,29.1,29.1,7,6.9,7.4,7.2,0.9,0.8,2,2.2,0.1,0.1,0.4,1.1,10.3,8.9,7.6,9.1,32.1,39.2,62,42.9,18.5,17.5,17.1,22,7.5,5.5,6,6,3.1,2.9,2.9,2.7,0.1,0.2,0.3,0.3,1.7,2,2.4,2.6,0.5,0.6,0.6,0.5
105,คลองบางโพ,ถ.ประชาราษฎร์สาย 1,29.3,29.2,29.1,29.1,7,6.9,7.4,7.2,0.6,0.9,2,1.8,0.1,0.1,0.2,0.7,10.3,12.3,7.8,9.1,31.3,47.5,90.6,46.8,27.1,19.8,16.1,23.9,7.1,6.2,5.5,5.7,3.6,3.3,2.7,3,0.1,0.2,0.5,0.3,1.7,1.8,2.3,2.4,0.5,0.6,0.6,0.6
106,คลองบางยี่ขัน,วัดพระศิริไอยสวรรค์,30.7,30.7,30.4,30.2,7.5,7.5,7.4,7.4,2.9,2.2,3.2,1.6,0,0,0,0,7.2,8.3,6.8,10.5,63.5,63.2,53.8,52,18.1,14.5,15.8,22.7,2.7,3,2.7,2.7,0.4,0.8,1.1,1.1,0.5,0.3,0.1,0.1,0.5,0.6,0.5,0.4,1.2,1.7,1.7,1.3
107,คลองบางยี่ขัน,ถ.จรัญสนิทวงศ์,30.8,30.6,30.5,30.3,7.5,7.5,7.5,7.4,3.2,2.3,3.2,1.5,0,0,0,0,8.6,9.8,6.1,10.9,60.4,63.6,62.8,60.9,15.9,16.9,11.9,21.2,3.2,2.5,2.1,2.6,1.2,0.8,1,0.8,0.5,0.5,0,0.1,0.5,0.4,0.2,0.3,1.6,1.3,1.7,1.7
108,คลองบางยี่ขัน,ซ.บรมราชชนนี 2,30.5,30.9,30.4,30.3,7.5,7.5,7.4,7.4,2.4,2,1.9,1.3,0,0,0,0,8.1,8.6,8.1,11.7,64.2,61.8,59.5,55.2,15.9,18.3,15.5,24.3,2.5,2.4,2.5,2.3,0.8,0.8,1,0.8,0.8,0.4,0.1,0.1,0.4,0.5,0.3,0.2,1.5,1.9,1.5,1.7
109,คลองบางรัก,ถ.จรัญสนิทวงศ์,30.6,31.2,30.1,30.3,7.5,7.5,7.4,7.4,3.1,2.4,3.1,1.9,0,0,0,0,7.6,7.6,7.6,9.3,74.9,54.7,49.6,49.3,17.3,14,12.6,23.4,3.5,2.8,3,2.4,0.9,1.1,1,1.1,0.7,0.6,0.1,0.1,0.2,0.7,0.2,0.5,2.2,1.7,1.7,1.7
110,คลองบางละมุด,ตรงข้ามโรงเรียนเทคโนโลยีพระรามหก,30.6,30.6,30.8,30.3,7.5,7.5,7.5,7.4,2.4,3.2,2.9,1.3,0,0,0,0,8.1,6.7,7.4,12.8,60.7,53.5,63.8,63,15.5,13,14.3,23.9,2.2,2.4,2.6,2.7,0.8,0.8,1.1,1,0.9,0.5,0.2,0.2,0.7,0.5,0.3,0.4,1.5,1.4,1.7,1.6
111,คลองบางลำภูล่าง,วัดเศวตฉัตร (เขตคลองสาน),29,28.9,30.1,30.6,7.1,7.1,7.4,7.5,2.4,3.6,2.5,1.7,0,0,0,0,3.8,3.2,6.6,11.1,29.7,41.3,66.8,61.2,37.4,29.3,14,24.8,2.2,2.6,2.7,2.3,0.8,0,0.9,1.1,0.2,0.1,0.1,0,2.1,1.9,0.4,0.3,0.5,0.3,1.7,1.5
112,คลองบางสะแก,ถ.เทอดไทย (สะพานเทศบาล 11),30.3,31,30.3,30.3,7.5,7.4,7.4,7.5,2.4,2.8,3.4,1.8,0,0,0,0,7.5,7.7,7.5,10.2,56.2,58,60.1,50.5,19.8,13,16.1,21.8,2.6,2.9,2.5,2.3,0.7,0.8,0.8,1.4,0.8,0.2,0.1,0,0.4,0.7,0.6,0.6,1.8,1.7,1.8,1.4
113,คลองบางสะแก,ถ.เทอดไทย ซ.33 (วัดบางสะแกใน),30.5,30.9,30.3,30.3,7.4,7.5,7.5,7.4,3.1,2.7,2.5,1.7,0,0,0,0,7.5,7.7,7.8,11.3,65.3,72.9,62.5,47,9.1,12.9,14.4,20.9,2.7,2.5,2.5,2.3,0.7,0.8,1,1.2,0.6,0.5,0,0,0.5,0.5,0.3,0.3,1.1,1.3,1.6,1.3
114,คลองบางไส้ไก่,ถ.เจริญนคร,30.4,30.8,30.5,30.5,7.5,7.5,7.4,7.4,1.7,2.2,1.7,1.2,0,0,0,0,8.9,9.2,10.5,12.9,59,73.8,45.5,57.2,15,14.6,19.1,28.3,2.4,2.5,2.4,2.2,1.3,0.9,0.9,1.2,0.7,0.3,0.1,0.1,0.8,0.4,0.7,0.4,1.9,1.7,1.7,1.7
115,คลองบางไส้ไก่,ถ.ตากสิน,30.3,30.5,30.4,30.5,7.5,7.5,7.5,7.4,2.2,2.6,1.7,1.1,0,0,0,0,9.4,9,10,13.1,76.3,74,53.9,57,18.3,16.6,14.8,24.9,2.5,2.8,2.7,2.5,1.4,1.2,1,0.8,0.7,0.5,0.1,0.1,0.8,0.7,0.4,0.2,1.3,1.5,1.6,1.3
116,คลองบางอ้อ,ถ.รถไฟสายเก่า คลังน้ำมันบางจาก,28.9,29.2,29.3,29.6,7.1,6.9,7.4,7.2,0.2,0,0.8,1.6,0.4,0.1,0.4,1,17.3,20.1,13.8,13.1,57.9,60.1,87.4,58.3,20.8,17.2,18.6,23.3,8.5,8.8,10.1,10.4,4.7,6.2,7.3,7.7,0,0.2,0.2,0.2,2.4,2,1.9,1.8,0.7,1,1,0.9
117,คลองบ้านม้า,ถ.ศรีนครินทร์,29.1,29,29.1,29.8,7.1,7,7.6,7.4,1.4,2,2.9,2.6,0.3,0.1,0,0.1,10.6,11.2,7.8,11.3,49.9,59.4,103.3,64.3,17.2,24.6,26.6,32.9,6.5,5.9,7.5,12.8,3.4,3.2,5.4,8,0.1,0.3,0.5,0.3,2.5,2.3,2.7,2.4,0.6,0.6,1,0.9
118,คลองบ้านม้า,ถ.รามคำแหง สามแยกบ้านม้า,28.2,28.7,30,29.8,7,7.1,7.4,7.2,0.5,2.6,2.1,0.9,0.2,0,0,0.1,9,8.8,6.3,12.1,53.9,55.2,119.9,64,21.2,29.8,27.4,27.3,7.7,5.4,10.6,13.6,3.9,3.3,6.3,9.2,0,0.4,0.2,0.1,2.3,2.2,2.1,2.1,0.6,0.7,1.1,0.7
119,คลองบ้านม้า,ถ.รามคำแหง (สุขาภิบาล 3) ,28.2,28.7,30,29.8,7,7.2,7.5,7.2,0.9,2.7,2.2,1.4,0,0,0.3,0.2,8.8,10.3,9,10.3,65.7,52.5,107.5,58.3,18.7,24.1,18.1,19.7,6.6,4.9,9.7,11,3.5,3,7.2,8.1,0.1,0.4,0.2,0.2,2.4,2.3,2.3,2.1,0.6,0.7,1.1,0.7
120,คลองบ้านหลาย,ถ.สุขุมวิท 101/1 ชุมชนหมู่บ้านศรัณจิต,28.9,29.2,29.3,29.6,7.1,6.9,7.3,7.3,0,0,0.2,0.3,0.8,0.1,0.5,2.5,24.9,24.8,18.1,20.2,74.8,83,81.3,66.5,17.2,22.6,18.1,14.3,12.4,11.3,11.7,12.1,8.9,7,9.4,9.2,0,0.1,0.2,0.1,2.8,1.8,1.7,2,0.9,1.1,1.2,1
121,คลองบ้านหลาย,ซ.พึ่งมี 50 พึ่งมีแมนชั่น,28.9,29.2,29.3,29.6,7.1,6.9,7.3,7.2,0,0,0.2,0.2,0.4,0.2,1.6,1.6,23.8,25,17.9,23.3,97.7,98.5,91.4,57.2,16.5,28.8,18.8,15.8,10.5,10.7,10.6,14.4,6.2,7.4,8.2,10.8,0,0.1,0.2,0.1,2.6,1.9,1.7,2.3,0.9,1.1,1.2,1.2
122,คลองบึง,หน้าสำนักงานเขตสวนหลวง,28.8,29.2,29.6,29.5,7,6.9,7.3,7.3,1.6,0.8,0.3,1.9,0.2,0.1,0.1,0.3,9.9,16.3,12.5,9.8,42.8,61,119.3,60.7,11.1,15.3,10.4,20.8,5.7,6.8,9,9.1,2.8,4.2,5.6,6.6,0,0.1,0.2,0.1,2.2,2,2.3,1.7,0.6,0.8,0.9,0.8
123,คลองบึงขวาง,ถ.ร่มเกล้า ชุมชนพัฒนาบึงบัว,29.4,29.4,29.6,28.9,7,6.9,7.3,7.4,2,3.1,1.7,2,0,0,0.2,0,5.8,7.9,13.3,7.5,44.8,47.3,74.3,51.8,21.3,28.5,18.3,23.9,3.4,3.7,6.4,9.1,1.4,1.3,4,6.4,0,0.2,0.5,0.2,2.2,1.9,2.3,2.5,0.2,0.3,0.8,0.7
124,คลองบึงแตงโม,ถ.มิตรไมตรี หมู่บ้าน เค.ซี.การ์เด้น,30.8,29.3,29.1,29.3,6.9,6.9,7.2,7,1.9,2.3,2.9,2,0,0,0,0.1,3.9,2.9,2.9,5,33.8,46.5,79.4,59.3,25.1,45.5,17.5,43.5,2.9,3.3,4.9,3.7,0.4,0.1,1.2,1,0.2,0.2,0.1,0.2,2.3,2.4,2.1,2.4,0.3,0.1,0.2,0.2
125,คลองบึงบัว,ติด ถ.เจ้าคุณทหาร,29.4,29.1,29.1,29.7,6.9,6.9,7.4,7.1,1.5,2.3,2.3,1.1,0.1,0,0,0.1,4.7,5,4.5,5.7,38,55.4,83,50.4,16,27.3,14.8,18.9,4.5,4.2,6.6,7.3,1.3,0.9,3.4,4.3,0.1,0.2,0.5,0.1,2.6,2.4,3.5,2.9,0.4,0.4,0.8,0.8
